Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Mujeres;15 Navarra, Comunidad Foral de;11 años;2036;2.802,265907
Mujeres;15 Navarra, Comunidad Foral de;11 años;2035;2.714,925382
Mujeres;15 Navarra, Comunidad Foral de;11 años;2034;2.905,25866
Mujeres;15 Navarra, Comunidad Foral de;11 años;2033;3.076,16628
Mujeres;15 Navarra, Comunidad Foral de;11 años;2032;3.039,030253
Mujeres;15 Navarra, Comunidad Foral de;11 años;2031;3.164,783975
Mujeres;15 Navarra, Comunidad Foral de;11 años;2030;3.310,05588
Mujeres;15 Navarra, Comunidad Foral de;11 años;2029;3.447,010193
Mujeres;15 Navarra, Comunidad Foral de;11 años;2028;3.529,740686
Mujeres;15 Navarra, Comunidad Foral de;11 años;2027;3.580,148465
Mujeres;15 Navarra, Comunidad Foral de;11 años;2026;3.659,971012
Mujeres;15 Navarra, Comunidad Foral de;11 años;2025;3.474,000979
Mujeres;15 Navarra, Comunidad Foral de;11 años;2024;3.588
Mujeres;15 Navarra, Comunidad Foral de;12 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;12 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;12 años;2039;2.874,002446
Mujeres;15 Navarra, Comunidad Foral de;12 años;2038;2.854,99471
Mujeres;15 Navarra, Comunidad Foral de;12 años;2037;2.843,257823
Mujeres;15 Navarra, Comunidad Foral de;12 años;2036;2.757,67709
Mujeres;15 Navarra, Comunidad Foral de;12 años;2035;2.947,314548
Mujeres;15 Navarra, Comunidad Foral de;12 años;2034;3.118,634778
Mujeres;15 Navarra, Comunidad Foral de;12 años;2033;3.084,20368
Mujeres;15 Navarra, Comunidad Foral de;12 años;2032;3.212,491462
Mujeres;15 Navarra, Comunidad Foral de;12 años;2031;3.359,249921
Mujeres;15 Navarra, Comunidad Foral de;12 años;2030;3.499,011178
Mujeres;15 Navarra, Comunidad Foral de;12 años;2029;3.585,827127
Mujeres;15 Navarra, Comunidad Foral de;12 años;2028;3.639,123075
Mujeres;15 Navarra, Comunidad Foral de;12 años;2027;3.722,636669
Mujeres;15 Navarra, Comunidad Foral de;12 años;2026;3.540,588247
Mujeres;15 Navarra, Comunidad Foral de;12 años;2025;3.655,80784
Mujeres;15 Navarra, Comunidad Foral de;12 años;2024;3.713
Mujeres;15 Navarra, Comunidad Foral de;13 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;13 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;13 años;2039;2.897,370861
Mujeres;15 Navarra, Comunidad Foral de;13 años;2038;2.885,69964
Mujeres;15 Navarra, Comunidad Foral de;13 años;2037;2.801,587594
Mujeres;15 Navarra, Comunidad Foral de;13 años;2036;2.990,218119
Mujeres;15 Navarra, Comunidad Foral de;13 años;2035;3.161,556617
Mujeres;15 Navarra, Comunidad Foral de;13 años;2034;3.129,358258
Mujeres;15 Navarra, Comunidad Foral de;13 años;2033;3.259,640909
Mujeres;15 Navarra, Comunidad Foral de;13 años;2032;3.407,532628
Mujeres;15 Navarra, Comunidad Foral de;13 años;2031;3.549,763334
Mujeres;15 Navarra, Comunidad Foral de;13 años;2030;3.640,477636
Mujeres;15 Navarra, Comunidad Foral de;13 años;2029;3.696,849043
Mujeres;15 Navarra, Comunidad Foral de;13 años;2028;3.784,655316
Mujeres;15 Navarra, Comunidad Foral de;13 años;2027;3.607,876245
Mujeres;15 Navarra, Comunidad Foral de;13 años;2026;3.726,651116
Mujeres;15 Navarra, Comunidad Foral de;13 años;2025;3.781,592735
Mujeres;15 Navarra, Comunidad Foral de;13 años;2024;3.700
Mujeres;15 Navarra, Comunidad Foral de;14 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;14 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;14 años;2039;2.930,716325
Mujeres;15 Navarra, Comunidad Foral de;14 años;2038;2.847,846622
Mujeres;15 Navarra, Comunidad Foral de;14 años;2037;3.035,213126
Mujeres;15 Navarra, Comunidad Foral de;14 años;2036;3.206,190406
Mujeres;15 Navarra, Comunidad Foral de;14 años;2035;3.175,839533
Mujeres;15 Navarra, Comunidad Foral de;14 años;2034;3.307,668051
Mujeres;15 Navarra, Comunidad Foral de;14 años;2033;3.456,354455
Mujeres;15 Navarra, Comunidad Foral de;14 años;2032;3.600,721553
Mujeres;15 Navarra, Comunidad Foral de;14 años;2031;3.695,091673
Mujeres;15 Navarra, Comunidad Foral de;14 años;2030;3.754,562006
Mujeres;15 Navarra, Comunidad Foral de;14 años;2029;3.846,959242
Mujeres;15 Navarra, Comunidad Foral de;14 años;2028;3.676,280532
Mujeres;15 Navarra, Comunidad Foral de;14 años;2027;3.800,130211
Mujeres;15 Navarra, Comunidad Foral de;14 años;2026;3.856,009309
Mujeres;15 Navarra, Comunidad Foral de;14 años;2025;3.777,258483
Mujeres;15 Navarra, Comunidad Foral de;14 años;2024;3.787
Mujeres;15 Navarra, Comunidad Foral de;15 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;15 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;15 años;2039;2.897,977297
Mujeres;15 Navarra, Comunidad Foral de;15 años;2038;3.083,856027
Mujeres;15 Navarra, Comunidad Foral de;15 años;2037;3.254,085657
Mujeres;15 Navarra, Comunidad Foral de;15 años;2036;3.225,248451
Mujeres;15 Navarra, Comunidad Foral de;15 años;2035;3.358,23461
Mujeres;15 Navarra, Comunidad Foral de;15 años;2034;3.507,368749
Mujeres;15 Navarra, Comunidad Foral de;15 años;2033;3.653,533413
Mujeres;15 Navarra, Comunidad Foral de;15 años;2032;3.751,293988
Mujeres;15 Navarra, Comunidad Foral de;15 años;2031;3.813,797315
Mujeres;15 Navarra, Comunidad Foral de;15 años;2030;3.910,927476
Mujeres;15 Navarra, Comunidad Foral de;15 años;2029;3.746,935956
Mujeres;15 Navarra, Comunidad Foral de;15 años;2028;3.876,942214
Mujeres;15 Navarra, Comunidad Foral de;15 años;2027;3.936,04926
Mujeres;15 Navarra, Comunidad Foral de;15 años;2026;3.863,160961
Mujeres;15 Navarra, Comunidad Foral de;15 años;2025;3.874,370983
Mujeres;15 Navarra, Comunidad Foral de;15 años;2024;3.792
Mujeres;15 Navarra, Comunidad Foral de;16 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;16 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;16 años;2039;3.137,869475
Mujeres;15 Navarra, Comunidad Foral de;16 años;2038;3.306,945327
Mujeres;15 Navarra, Comunidad Foral de;16 años;2037;3.279,320614
Mujeres;15 Navarra, Comunidad Foral de;16 años;2036;3.413,082157
Mujeres;15 Navarra, Comunidad Foral de;16 años;2035;3.562,269886
Mujeres;15 Navarra, Comunidad Foral de;16 años;2034;3.709,829937
Mujeres;15 Navarra, Comunidad Foral de;16 años;2033;3.810,655951
Mujeres;15 Navarra, Comunidad Foral de;16 años;2032;3.876,014549
Mujeres;15 Navarra, Comunidad Foral de;16 años;2031;3.977,846242
Mujeres;15 Navarra, Comunidad Foral de;16 años;2030;3.820,938641
Mujeres;15 Navarra, Comunidad Foral de;16 años;2029;3.957,868493
Mujeres;15 Navarra, Comunidad Foral de;16 años;2028;4.021,855556
Mujeres;15 Navarra, Comunidad Foral de;16 años;2027;3.957,188059
Mujeres;15 Navarra, Comunidad Foral de;16 años;2026;3.973,453665
Mujeres;15 Navarra, Comunidad Foral de;16 años;2025;3.893,397416
Mujeres;15 Navarra, Comunidad Foral de;16 años;2024;3.647
Mujeres;15 Navarra, Comunidad Foral de;17 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;17 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;17 años;2039;3.365,364657
Mujeres;15 Navarra, Comunidad Foral de;17 años;2038;3.338,674064
Mujeres;15 Navarra, Comunidad Foral de;17 años;2037;3.472,807139
Mujeres;15 Navarra, Comunidad Foral de;17 años;2036;3.621,55436
Mujeres;15 Navarra, Comunidad Foral de;17 años;2035;3.769,977924
Mujeres;15 Navarra, Comunidad Foral de;17 años;2034;3.873,402485
Mujeres;15 Navarra, Comunidad Foral de;17 años;2033;3.941,214301
Mujeres;15 Navarra, Comunidad Foral de;17 años;2032;4.047,41998
Mujeres;15 Navarra, Comunidad Foral de;17 años;2031;3.897,68779
Mujeres;15 Navarra, Comunidad Foral de;17 años;2030;4.041,869647
Mujeres;15 Navarra, Comunidad Foral de;17 años;2029;4.111,72063
Mujeres;15 Navarra, Comunidad Foral de;17 años;2028;4.056,970085
Mujeres;15 Navarra, Comunidad Foral de;17 años;2027;4.081,006552
Mujeres;15 Navarra, Comunidad Foral de;17 años;2026;4.007,552681
Mujeres;15 Navarra, Comunidad Foral de;17 años;2025;3.764,900221
Mujeres;15 Navarra, Comunidad Foral de;17 años;2024;3.769
Mujeres;15 Navarra, Comunidad Foral de;18 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;18 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;18 años;2039;3.402,18121
Mujeres;15 Navarra, Comunidad Foral de;18 años;2038;3.536,274707
Mujeres;15 Navarra, Comunidad Foral de;18 años;2037;3.684,003822
Mujeres;15 Navarra, Comunidad Foral de;18 años;2036;3.832,635333
Mujeres;15 Navarra, Comunidad Foral de;18 años;2035;3.938,036746
Mujeres;15 Navarra, Comunidad Foral de;18 años;2034;4.007,630163
Mujeres;15 Navarra, Comunidad Foral de;18 años;2033;4.117,499945
Mujeres;15 Navarra, Comunidad Foral de;18 años;2032;3.974,600453
Mujeres;15 Navarra, Comunidad Foral de;18 años;2031;4.125,740997
Mujeres;15 Navarra, Comunidad Foral de;18 años;2030;4.201,598962
Mujeres;15 Navarra, Comunidad Foral de;18 años;2029;4.157,567771
Mujeres;15 Navarra, Comunidad Foral de;18 años;2028;4.190,961158
Mujeres;15 Navarra, Comunidad Foral de;18 años;2027;4.127,163046
Mujeres;15 Navarra, Comunidad Foral de;18 años;2026;3.893,031925
Mujeres;15 Navarra, Comunidad Foral de;18 años;2025;3.896,498372
Mujeres;15 Navarra, Comunidad Foral de;18 años;2024;3.612
Mujeres;15 Navarra, Comunidad Foral de;19 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;19 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;19 años;2039;3.600,927676
Mujeres;15 Navarra, Comunidad Foral de;19 años;2038;3.747,044267
Mujeres;15 Navarra, Comunidad Foral de;19 años;2037;3.895,175996
Mujeres;15 Navarra, Comunidad Foral de;19 años;2036;4.001,862225
Mujeres;15 Navarra, Comunidad Foral de;19 años;2035;4.072,394794
Mujeres;15 Navarra, Comunidad Foral de;19 años;2034;4.184,900565
Mujeres;15 Navarra, Comunidad Foral de;19 años;2033;4.048,158315
Mujeres;15 Navarra, Comunidad Foral de;19 años;2032;4.205,361818
Mujeres;15 Navarra, Comunidad Foral de;19 años;2031;4.286,570892
Mujeres;15 Navarra, Comunidad Foral de;19 años;2030;4.253,135141
Mujeres;15 Navarra, Comunidad Foral de;19 años;2029;4.296,217472
Mujeres;15 Navarra, Comunidad Foral de;19 años;2028;4.243,732264
Mujeres;15 Navarra, Comunidad Foral de;19 años;2027;4.021,274943
Mujeres;15 Navarra, Comunidad Foral de;19 años;2026;4.028,967655
Mujeres;15 Navarra, Comunidad Foral de;19 años;2025;3.750,741884
Mujeres;15 Navarra, Comunidad Foral de;19 años;2024;3.706
Mujeres;15 Navarra, Comunidad Foral de;20 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;20 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;20 años;2039;3.807,415515
Mujeres;15 Navarra, Comunidad Foral de;20 años;2038;3.954,382425
Mujeres;15 Navarra, Comunidad Foral de;20 años;2037;4.061,71783
Mujeres;15 Navarra, Comunidad Foral de;20 años;2036;4.132,332824
Mujeres;15 Navarra, Comunidad Foral de;20 años;2035;4.246,292743
Mujeres;15 Navarra, Comunidad Foral de;20 años;2034;4.114,891002
Mujeres;15 Navarra, Comunidad Foral de;20 años;2033;4.276,836494
Mujeres;15 Navarra, Comunidad Foral de;20 años;2032;4.362,160128
Mujeres;15 Navarra, Comunidad Foral de;20 años;2031;4.338,433739
Mujeres;15 Navarra, Comunidad Foral de;20 años;2030;4.390,37984
Mujeres;15 Navarra, Comunidad Foral de;20 años;2029;4.349,535273
Mujeres;15 Navarra, Comunidad Foral de;20 años;2028;4.140,170723
Mujeres;15 Navarra, Comunidad Foral de;20 años;2027;4.154,743327
Mujeres;15 Navarra, Comunidad Foral de;20 años;2026;3.888,475057
Mujeres;15 Navarra, Comunidad Foral de;20 años;2025;3.841,931603
Mujeres;15 Navarra, Comunidad Foral de;20 años;2024;3.921
Mujeres;15 Navarra, Comunidad Foral de;21 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;21 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;21 años;2039;4.007,072468
Mujeres;15 Navarra, Comunidad Foral de;21 años;2038;4.114,569198
Mujeres;15 Navarra, Comunidad Foral de;21 años;2037;4.184,534632
Mujeres;15 Navarra, Comunidad Foral de;21 años;2036;4.298,786959
Mujeres;15 Navarra, Comunidad Foral de;21 años;2035;4.171,94885
Mujeres;15 Navarra, Comunidad Foral de;21 años;2034;4.337,117576
Mujeres;15 Navarra, Comunidad Foral de;21 años;2033;4.425,054842
Mujeres;15 Navarra, Comunidad Foral de;21 años;2032;4.409,652158
Mujeres;15 Navarra, Comunidad Foral de;21 años;2031;4.468,77366
Mujeres;15 Navarra, Comunidad Foral de;21 años;2030;4.438,85001
Mujeres;15 Navarra, Comunidad Foral de;21 años;2029;4.242,45093
Mujeres;15 Navarra, Comunidad Foral de;21 años;2028;4.264,479113
Mujeres;15 Navarra, Comunidad Foral de;21 años;2027;4.013,34942
Mujeres;15 Navarra, Comunidad Foral de;21 años;2026;3.970,643185
Mujeres;15 Navarra, Comunidad Foral de;21 años;2025;4.044,570021
Mujeres;15 Navarra, Comunidad Foral de;21 años;2024;3.760
Mujeres;15 Navarra, Comunidad Foral de;22 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;22 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;22 años;2039;4.159,294018
Mujeres;15 Navarra, Comunidad Foral de;22 años;2038;4.228,119444
Mujeres;15 Navarra, Comunidad Foral de;22 años;2037;4.341,659872
Mujeres;15 Navarra, Comunidad Foral de;22 años;2036;4.218,804204
Mujeres;15 Navarra, Comunidad Foral de;22 años;2035;4.385,757503
Mujeres;15 Navarra, Comunidad Foral de;22 años;2034;4.474,892468
Mujeres;15 Navarra, Comunidad Foral de;22 años;2033;4.466,324146
Mujeres;15 Navarra, Comunidad Foral de;22 años;2032;4.530,563396
Mujeres;15 Navarra, Comunidad Foral de;22 años;2031;4.510,300792
Mujeres;15 Navarra, Comunidad Foral de;22 años;2030;4.325,694374
Mujeres;15 Navarra, Comunidad Foral de;22 años;2029;4.354,271292
Mujeres;15 Navarra, Comunidad Foral de;22 años;2028;4.119,327456
Mujeres;15 Navarra, Comunidad Foral de;22 años;2027;4.083,310181
Mujeres;15 Navarra, Comunidad Foral de;22 años;2026;4.157,247768
Mujeres;15 Navarra, Comunidad Foral de;22 años;2025;3.877,141672
Mujeres;15 Navarra, Comunidad Foral de;22 años;2024;3.772
Mujeres;15 Navarra, Comunidad Foral de;23 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;23 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;23 años;2039;4.264,228281
Mujeres;15 Navarra, Comunidad Foral de;23 años;2038;4.376,252332
Mujeres;15 Navarra, Comunidad Foral de;23 años;2037;4.257,03016
Mujeres;15 Navarra, Comunidad Foral de;23 años;2036;4.424,547169
Mujeres;15 Navarra, Comunidad Foral de;23 años;2035;4.513,756886
Mujeres;15 Navarra, Comunidad Foral de;23 años;2034;4.510,69922
Mujeres;15 Navarra, Comunidad Foral de;23 años;2033;4.578,05122
Mujeres;15 Navarra, Comunidad Foral de;23 años;2032;4.566,103437
Mujeres;15 Navarra, Comunidad Foral de;23 años;2031;4.391,679944
Mujeres;15 Navarra, Comunidad Foral de;23 años;2030;4.425,168924
Mujeres;15 Navarra, Comunidad Foral de;23 años;2029;4.206,080447
Mujeres;15 Navarra, Comunidad Foral de;23 años;2028;4.177,638195
Mujeres;15 Navarra, Comunidad Foral de;23 años;2027;4.253,79864
Mujeres;15 Navarra, Comunidad Foral de;23 años;2026;3.983,899462
Mujeres;15 Navarra, Comunidad Foral de;23 años;2025;3.881,66132
Mujeres;15 Navarra, Comunidad Foral de;23 años;2024;3.632
Mujeres;15 Navarra, Comunidad Foral de;24 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;24 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;24 años;2039;4.405,222071
Mujeres;15 Navarra, Comunidad Foral de;24 años;2038;4.289,444015
Mujeres;15 Navarra, Comunidad Foral de;24 años;2037;4.456,584816
Mujeres;15 Navarra, Comunidad Foral de;24 años;2036;4.545,090046
Mujeres;15 Navarra, Comunidad Foral de;24 años;2035;4.546,465158
Mujeres;15 Navarra, Comunidad Foral de;24 años;2034;4.615,208145
Mujeres;15 Navarra, Comunidad Foral de;24 años;2033;4.610,35454
Mujeres;15 Navarra, Comunidad Foral de;24 años;2032;4.444,447382
Mujeres;15 Navarra, Comunidad Foral de;24 años;2031;4.481,042397
Mujeres;15 Navarra, Comunidad Foral de;24 años;2030;4.276,701193
Mujeres;15 Navarra, Comunidad Foral de;24 años;2029;4.255,548288
Mujeres;15 Navarra, Comunidad Foral de;24 años;2028;4.334,297103
Mujeres;15 Navarra, Comunidad Foral de;24 años;2027;4.077,27333
Mujeres;15 Navarra, Comunidad Foral de;24 años;2026;3.983,099754
Mujeres;15 Navarra, Comunidad Foral de;24 años;2025;3.739,3993
Mujeres;15 Navarra, Comunidad Foral de;24 años;2024;3.611
Mujeres;15 Navarra, Comunidad Foral de;25 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;25 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;25 años;2039;4.319,114002
Mujeres;15 Navarra, Comunidad Foral de;25 años;2038;4.485,198429
Mujeres;15 Navarra, Comunidad Foral de;25 años;2037;4.572,527092
Mujeres;15 Navarra, Comunidad Foral de;25 años;2036;4.577,469243
Mujeres;15 Navarra, Comunidad Foral de;25 años;2035;4.646,244807
Mujeres;15 Navarra, Comunidad Foral de;25 años;2034;4.647,427243
Mujeres;15 Navarra, Comunidad Foral de;25 años;2033;4.488,493438
Mujeres;15 Navarra, Comunidad Foral de;25 años;2032;4.526,558402
Mujeres;15 Navarra, Comunidad Foral de;25 años;2031;4.335,460621
Mujeres;15 Navarra, Comunidad Foral de;25 años;2030;4.320,714061
Mujeres;15 Navarra, Comunidad Foral de;25 años;2029;4.401,46334
Mujeres;15 Navarra, Comunidad Foral de;25 años;2028;4.157,943469
Mujeres;15 Navarra, Comunidad Foral de;25 años;2027;4.074,056794
Mujeres;15 Navarra, Comunidad Foral de;25 años;2026;3.842,182845
Mujeres;15 Navarra, Comunidad Foral de;25 años;2025;3.712,462067
Mujeres;15 Navarra, Comunidad Foral de;25 años;2024;3.536
Mujeres;15 Navarra, Comunidad Foral de;26 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;26 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;26 años;2039;4.512,941777
Mujeres;15 Navarra, Comunidad Foral de;26 años;2038;4.598,841631
Mujeres;15 Navarra, Comunidad Foral de;26 años;2037;4.606,653622
Mujeres;15 Navarra, Comunidad Foral de;26 años;2036;4.674,486141
Mujeres;15 Navarra, Comunidad Foral de;26 años;2035;4.680,785713
Mujeres;15 Navarra, Comunidad Foral de;26 años;2034;4.527,499304
Mujeres;15 Navarra, Comunidad Foral de;26 años;2033;4.565,72656
Mujeres;15 Navarra, Comunidad Foral de;26 años;2032;4.386,258422
Mujeres;15 Navarra, Comunidad Foral de;26 años;2031;4.376,798909
Mujeres;15 Navarra, Comunidad Foral de;26 años;2030;4.458,606185
Mujeres;15 Navarra, Comunidad Foral de;26 años;2029;4.228,04599
Mujeres;15 Navarra, Comunidad Foral de;26 años;2028;4.154,880324
Mujeres;15 Navarra, Comunidad Foral de;26 años;2027;3.937,568614
Mujeres;15 Navarra, Comunidad Foral de;26 años;2026;3.812,601955
Mujeres;15 Navarra, Comunidad Foral de;26 años;2025;3.638,815658
Mujeres;15 Navarra, Comunidad Foral de;26 años;2024;3.648
Mujeres;15 Navarra, Comunidad Foral de;27 años;2041;""
Mujeres;15 Navarra, Comunidad Foral de;27 años;2040;""
Mujeres;15 Navarra, Comunidad Foral de;27 años;2039;4.625,356691
Mujeres;15 Navarra, Comunidad Foral de;27 años;2038;4.635,456779
Mujeres;15 Navarra, Comunidad Foral de;27 años;2037;4.701,689953
Mujeres;15 Navarra, Comunidad Foral de;27 años;2036;4.712,272809
Mujeres;15 Navarra, Comunidad Foral de;27 años;2035;4.563,526119
Mujeres;15 Navarra, Comunidad Foral de;27 años;2034;4.600,909105
Mujeres;15 Navarra, Comunidad Foral de;27 años;2033;4.431,456425
Mujeres;15 Navarra, Comunidad Foral de;27 años;2032;4.426,072793
Mujeres;15 Navarra, Comunidad Foral de;27 años;2031;4.507,908146
Mujeres;15 Navarra, Comunidad Foral de;27 años;2030;4.289,128721
Mujeres;15 Navarra, Comunidad Foral de;27 años;2029;4.226,065519
